"scientific_name";"valid_name";"aphia_id";"AphiaID";"genus";"family";"order";"class";"phylum"
"Nereididae";NA;NA;22496;NA;"Nereididae";"Phyllodocida";"Polychaeta";"Annelida"
"Munida";"Munida";"106835";106835;"Munida";"Munididae";"Decapoda";"Malacostraca";"Arthropoda"
"Nephrops norvegicus";"Nephrops norvegicus";"107254";107254;"Nephrops";"Nephropidae";"Decapoda";"Malacostraca";"Arthropoda"
"Cancer pagurus";"Cancer pagurus";"107276";107276;"Cancer";"Cancridae";"Decapoda";"Malacostraca";"Arthropoda"
"Homarus gammarus";"Homarus gammarus";"107253";107253;"Homarus";"Nephropidae";"Decapoda";"Malacostraca";"Arthropoda"
"Necora puber";"Necora puber";"107398";107398;"Necora";"Polybiidae";"Decapoda";"Malacostraca";"Arthropoda"
"Aequipecten opercularis";"Aequipecten opercularis";"140687";140687;"Aequipecten";"Pectinidae";"Pectinida";"Bivalvia";"Mollusca"
"Paromola cuvieri";"Paromola cuvieri";"107264";107264;"Paromola";"Homolidae";"Decapoda";"Malacostraca";"Arthropoda"
"Maja brachydactyla";"Maja brachydactyla";"107347";107347;"Maja";"Majidae";"Decapoda";"Malacostraca";"Arthropoda"
"Pecten maximus";"Pecten maximus";"140712";140712;"Pecten";"Pectinidae";"Pectinida";"Bivalvia";"Mollusca"
"Crangon crangon";"Crangon crangon";"107552";107552;"Crangon";"Crangonidae";"Decapoda";"Malacostraca";"Arthropoda"
"Palaemon serratus";"Palaemon serratus";"107616";107616;"Palaemon";"Palaemonidae";"Decapoda";"Malacostraca";"Arthropoda"
"Ostrea edulis";"Ostrea edulis";"140658";140658;"Ostrea";"Ostreidae";"Ostreida";"Bivalvia";"Mollusca"
"Palinurus elephas";"Palinurus elephas";"107703";107703;"Palinurus";"Palinuridae";"Decapoda";"Malacostraca";"Arthropoda"
"Cancer bellianus";"Cancer bellianus";"107275";107275;"Cancer";"Cancridae";"Decapoda";"Malacostraca";"Arthropoda"
"Palinurus mauritanicus";"Palinurus mauritanicus";"107704";107704;"Palinurus";"Palinuridae";"Decapoda";"Malacostraca";"Arthropoda"
"Chaceon maritae";"Chaceon maritae";"234117";234117;"Chaceon";"Geryonidae";"Decapoda";"Malacostraca";"Arthropoda"
"Mimachlamys varia";"Mimachlamys varia";"236719";236719;"Mimachlamys";"Pectinidae";"Pectinida";"Bivalvia";"Mollusca"
"Geryon";"Geryon";"106918";106918;"Geryon";"Geryonidae";"Decapoda";"Malacostraca";"Arthropoda"
"Magallana gigas";"Magallana gigas";"836033";836033;"Magallana";"Ostreidae";"Ostreida";"Bivalvia";"Mollusca"
"Polycheles typhlops";"Polycheles typhlops";"107696";107696;"Polycheles";"Polychelidae";"Decapoda";"Malacostraca";"Arthropoda"
"Scyllarus arctus";"Scyllarus arctus";"107709";107709;"Scyllarus";"Scyllaridae";"Decapoda";"Malacostraca";"Arthropoda"
"Buccinum undatum";"Buccinum undatum";"138878";138878;"Buccinum";"Buccinidae";"Neogastropoda";"Gastropoda";"Mollusca"
"Squilla mantis";"Squilla mantis";"136137";136137;"Squilla";"Squillidae";"Stomatopoda";"Malacostraca";"Arthropoda"
"Dichelopandalus bonnieri";"Dichelopandalus bonnieri";"107643";107643;"Dichelopandalus";"Pandalidae";"Decapoda";"Malacostraca";"Arthropoda"
"Munida intermedia";"Munida intermedia";"107157";107157;"Munida";"Munididae";"Decapoda";"Malacostraca";"Arthropoda"
"Actinauge";"Actinauge";"100750";100750;"Actinauge";"Hormathiidae";"Actiniaria";"Anthozoa";"Cnidaria"
"Actiniaria";"Actiniaria";"1360";1360;NA;NA;"Actiniaria";"Anthozoa";"Cnidaria"
"Munida rugosa";"Munida rugosa";"107160";107160;"Munida";"Munididae";"Decapoda";"Malacostraca";"Arthropoda"
"Macropodia";"Macropodia";"205077";205077;"Macropodia";"Inachidae";"Decapoda";"Malacostraca";"Arthropoda"
"Crangon";"Crangon";"107007";107007;"Crangon";"Crangonidae";"Decapoda";"Malacostraca";"Arthropoda"
"Adamsia palliata";"Adamsia palliata";"445590";445590;"Adamsia";"Hormathiidae";"Actiniaria";"Anthozoa";"Cnidaria"
"Anseropoda placenta";"Anseropoda placenta";"123985";123985;"Anseropoda";"Anseropodidae";"Valvatida";"Asteroidea";"Echinodermata"
"Aphrodita aculeata";"Aphrodita aculeata";"129840";129840;"Aphrodita";"Aphroditidae";"Phyllodocida";"Polychaeta";"Annelida"
"Astropecten irregularis";"Astropecten irregularis";"123867";123867;"Astropecten";"Astropectinidae";"Paxillosida";"Asteroidea";"Echinodermata"
"Galathea dispersa";"Galathea dispersa";"107148";107148;"Galathea";"Galatheidae";"Decapoda";"Malacostraca";"Arthropoda"
"Hyalinoecia tubicola";"Hyalinoecia tubicola";"130464";130464;"Hyalinoecia";"Onuphidae";"Eunicida";"Polychaeta";"Annelida"
"Inachus dorsettensis";"Inachus dorsettensis";"107327";107327;"Inachus";"Inachidae";"Decapoda";"Malacostraca";"Arthropoda"
"Liocarcinus holsatus";"Liocarcinus holsatus";"107388";107388;"Liocarcinus";"Polybiidae";"Decapoda";"Malacostraca";"Arthropoda"
"Luidia ciliaris";"Luidia ciliaris";"123920";123920;"Luidia";"Luidiidae";"Paxillosida";"Asteroidea";"Echinodermata"
"Luidia sarsii";"Luidia sarsii";"123922";123922;"Luidia";"Luidiidae";"Paxillosida";"Asteroidea";"Echinodermata"
"Macropipus tuberculatus";"Macropipus tuberculatus";"107397";107397;"Macropipus";"Polybiidae";"Decapoda";"Malacostraca";"Arthropoda"
"Pagurus prideaux";"Pagurus prideaux";"107239";107239;"Pagurus";"Paguridae";"Decapoda";"Malacostraca";"Arthropoda"
"Porania (Porania) pulvillus";"Porania (Porania) pulvillus";"125166";125166;"Porania";"Poraniidae";"Valvatida";"Asteroidea";"Echinodermata"
"Scaphander lignarius";"Scaphander lignarius";"139488";139488;"Scaphander";"Scaphandridae";"Cephalaspidea";"Gastropoda";"Mollusca"
"Alcyonidium";"Alcyonidium";"110993";110993;"Alcyonidium";"Alcyonidiidae";"Ctenostomatida";"Gymnolaemata";"Bryozoa"
"Atelecyclus rotundatus";"Atelecyclus rotundatus";"107273";107273;"Atelecyclus";"Atelecyclidae";"Decapoda";"Malacostraca";"Arthropoda"
"Epizoanthus incrustatus";"Epizoanthus papillosus";"150642";150642;"Epizoanthus";"Epizoanthidae";"Zoantharia";"Anthozoa";"Cnidaria"
"Liocarcinus depurator";"Liocarcinus depurator";"107387";107387;"Liocarcinus";"Polybiidae";"Decapoda";"Malacostraca";"Arthropoda"
"Liocarcinus marmoreus";"Liocarcinus marmoreus";"107390";107390;"Liocarcinus";"Polybiidae";"Decapoda";"Malacostraca";"Arthropoda"
"Crangon allmanni";"Crangon allmanni";"107551";107551;"Crangon";"Crangonidae";"Decapoda";"Malacostraca";"Arthropoda"
"Macropodia tenuirostris";"Macropodia tenuirostris";"107346";107346;"Macropodia";"Inachidae";"Decapoda";"Malacostraca";"Arthropoda"
"Ophiura ophiura";"Ophiura ophiura";"124929";124929;"Ophiura";"Ophiuridae";"Ophiurida";"Ophiuroidea";"Echinodermata"
"Pennatula phosphorea";"Pennatula phosphorea";"128517";128517;"Pennatula";"Pennatulidae";"Pennatulacea";"Anthozoa";"Cnidaria"
"Philocheras echinulatus";"Philocheras echinulatus";"107558";107558;"Philocheras";"Crangonidae";"Decapoda";"Malacostraca";"Arthropoda"
"Pontophilus spinosus";"Pontophilus spinosus";"107564";107564;"Pontophilus";"Crangonidae";"Decapoda";"Malacostraca";"Arthropoda"
"Processa";"Processa";"107054";107054;"Processa";"Processidae";"Decapoda";"Malacostraca";"Arthropoda"
"Rissoides desmaresti";"Rissoides desmaresti";"136135";136135;"Rissoides";"Squillidae";"Stomatopoda";"Malacostraca";"Arthropoda"
"Stichastrella rosea";"Stichastrella rosea";"123813";123813;"Stichastrella";"Stichasteridae";"Forcipulatida";"Asteroidea";"Echinodermata"
"Ascidia";"Ascidia";"103483";103483;"Ascidia";"Ascidiidae";"Phlebobranchia";"Ascidiacea";"Chordata"
"Funiculina quadrangularis";"Funiculina quadrangularis";"128506";128506;"Funiculina";"Funiculinidae";"Pennatulacea";"Anthozoa";"Cnidaria"
"Glycymeris glycymeris";"Glycymeris glycymeris";"140025";140025;"Glycymeris";"Glycymerididae";"Arcida";"Bivalvia";"Mollusca"
"Leptometra celtica";"Leptometra celtica";"124224";124224;"Leptometra";"Antedonidae";"Comatulida";"Crinoidea";"Echinodermata"
"Ophiothrix luetkeni";"Ophiothrix luetkeni";"125134";125134;"Ophiothrix";"Ophiotrichidae";"Amphilepidida";"Ophiuroidea";"Echinodermata"
"Parastichopus regalis";"Parastichopus regalis";"149898";149898;"Parastichopus";"Stichopodidae";"Synallactida";"Holothuroidea";"Echinodermata"
"Tethyaster subinermis";"Tethyaster subinermis";"123913";123913;"Tethyaster";"Astropectinidae";"Paxillosida";"Asteroidea";"Echinodermata"
"Marthasterias glacialis";"Marthasterias glacialis";"123803";123803;"Marthasterias";"Asteriidae";"Forcipulatida";"Asteroidea";"Echinodermata"
"Solenocera membranacea";"Solenocera membranacea";"107120";107120;"Solenocera";"Solenoceridae";"Decapoda";"Malacostraca";"Arthropoda"
"Antedon petasus";"Antedon petasus";"124210";124210;"Antedon";"Antedonidae";"Comatulida";"Crinoidea";"Echinodermata"
"Calliactis parasitica";"Calliactis parasitica";"100946";100946;"Calliactis";"Hormathiidae";"Actiniaria";"Anthozoa";"Cnidaria"
"Gracilechinus acutus";"Gracilechinus acutus";"532031";532031;"Gracilechinus";"Echinidae";"Camarodonta";"Echinoidea";"Echinodermata"
"Henricia";"Henricia";"123276";123276;"Henricia";"Echinasteridae";"Spinulosida";"Asteroidea";"Echinodermata"
"Laetmonice";"Laetmonice";"129196";129196;"Laetmonice";"Aphroditidae";"Phyllodocida";"Polychaeta";"Annelida"
"Alcyonium glomeratum";"Alcyonium glomeratum";"132159";132159;"Alcyonium";"Alcyoniidae";"Alcyonacea";"Anthozoa";"Cnidaria"
"Goneplax rhomboides";"Goneplax rhomboides";"107292";107292;"Goneplax";"Goneplacidae";"Decapoda";"Malacostraca";"Arthropoda"
"Polybius henslowii";"Polybius henslowii";"107399";107399;"Polybius";"Polybiidae";"Decapoda";"Malacostraca";"Arthropoda"
